permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA200350,UPMC MCKEESPORT HOSPITAL - MANSFIELD BUILDING,1500 5TH AVE,MCKEESPORT,15132,1850,5631,908,REMOVE FLOOR TILE AND MASTIC FROM 4TH FLOOR,14440,t,2020-08-31,2020-10-31,2,t,t,2020-08-31,RENOVATION,40.3513577942261,-79.8498321945279
PAA204352,,802  HUEY ST,MCKEESPORT,15132,350,1432,941,ALL MATERIALS BEING TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3487243987656,-79.8597363653811
PAA204353,,808  HUEY ST,MCKEESPORT,15132,350,1433,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3485183267303,-79.8596836349405
PAA204354,,806  LINCOLN WAY,MCKEESPORT,15132,350,1434,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3566252819057,-79.8292294844858
PAA204355,,1821  CRAIG ST,MCKEESPORT,15132,350,1435,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3401269534463,-79.8388182983028
PAA204356,,3606  WOODLAND AVE,MCKEESPORT,15132,350,1436,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3373304552148,-79.8340901391127
PAA204357,,3404  GLEASON ST,MCKEESPORT,15132,350,1437,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3401129184866,-79.8383499411709
PAA204358,,2912  GRANDVIEW AVE,MCKEESPORT,15132,350,1438,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3318631896291,-79.8361004551931
PAA204359,,2725  GRANDVIEW AVE,MCKEESPORT,15132,350,1439,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3333385597826,-79.8349282406173
PAA204360,,3419  STEELE ST,MCKEESPORT,15132,350,1440,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3390041623585,-79.8380311209541
PAA204361,,1712  WESLEY ST,MCKEESPORT,15132,350,1441,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3409422676068,-79.8350487749924
PAA204362,,1302  PATTERSON AVE,MCKEESPORT,15132,350,1442,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.344291307791,-79.8377832720131
PAA204363,,1012  EVANS AVE,MCKEESPORT,15132,350,1443,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3467696727864,-79.849557632875
PAA204364,,1006  EVANS AVE,MCKEESPORT,15132,350,1444,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3470178217718,-79.8495768316091
PAA204365,,1011  EVANS AVE,MCKEESPORT,15132,350,1445,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-07-20,2020-08-28,2,t,f,2020-08-28,DEMOLITION,40.3468760632852,-79.8491884328187
PAA200366,DUQUESNE CLUB - SUITE 522 BATHROOMS,325  6TH AVE,PITTSBURGH,15222,450,48027,903,REMOVE FLOOR TIEL & MASTIC AND GLASS WALL TILE GLUE DOTS,525,t,2020-07-21,2020-12-30,2,t,f,2020-12-30,RENOVATION,40.4421355489082,-79.9984736562728
PAA200368,UPMC MERCY HOSPITAL - SUITE 2192,1400 LOCUST ST,PITTSBURGH,15219,450,1888,901,REMOVE FLOOR TILE AND MASTIC,650,t,2020-07-27,2021-07-27,2,t,f,2021-07-27,RENOVATION,40.4360439740714,-79.9854587006851
PAA204369,,311  5TH AVE,BRADDOCK,15104,350,2425,921,ENTIRE BUILDING TO BE TREATED AS ACM,2800,f,2020-07-14,2021-07-13,2,f,f,2021-07-13,DEMOLITION,40.413836196377,-79.8807582082195
PAA204348,FORMER PIZZA SHOP,823  PENN AVE,PITTSBURGH,15222,850,21585,917,REMOVE FLOOR TILE AND MASTIC IN BASEMENT AND LANDING STAIRWELL,1750,f,2020-08-03,2020-10-30,2,t,t,2020-07-17,DEMOLITION,40.4438841089921,-79.9985876437638
PAA204383,VACANT RESIDENCE,5210  DRESDEN WAY,PITTSBURGH,15201,350,10574,966,NO ASBESTOS BUILDING INSPECTION - ALL MATERIAL TREATED AS ACM,900,f,2020-08-06,2020-10-15,2,f,f,2020-10-15,DEMOLITION,40.4804290217112,-79.9537027143955
PAA200367,GATEWAY CENTER 2 - 600 STANWIX STREET,,PITTSBURGH,15222,200,1079,940,"REMOVE FAN UNIT & ASSOCIATED DUCT FROM LOWER LEVEL FAN ROOM G3 KKR, PIPE INSULATION FROM LOWER LEVEL MECHANICAL & STEAM ROOMS",700,t,2020-07-27,2020-12-30,2,f,f,2020-12-30,RENOVATION,40.4411838658094,-80.0098168150497
PAA200370,LEMINGTON SCHOOL,7061  LEMINGTON AVE,PITTSBURGH,15206,1550,1447,941,"REMOVE SPRAY ON CEILINGIN WORKOUT ROOM, PIPE INSULATION IN BOILER ROOM, CUSTODIAL & HALLS, WORKOUT ROOM, ROOM 103 & ROOF DRAINS AND GLUE PUCKS FROM BLACKBOARDS IN ROOMS 102, 104 & 107",6677,f,2020-07-28,2020-12-31,2,f,t,2020-08-31,DEMOLITION,40.4701213444106,-79.8965114063597
PAA200377,THE PARKLANE APARTMENTS,5700  BUNKERHILL ST,PITTSBURGH,15206,1250,1446,941,REMOVE FIREPROOFING AND PIPE INSULATION FROM THE 22ND FLOOR,3025,t,2020-08-03,2020-09-30,2,t,f,2020-09-30,RENOVATION,40.4792836714371,-79.9194305636669
PAA203071,WEST LIBERTY SCHOOL,785 DUNSTER ST,PITTSBURGH,15226,200,2618,923,REMOVE PIPE INSULATION FROM 1ST FLOOR AT CUSTODIAN'S OFFICE AND EAST STAIRWELL ON LEVELES 1 & 2,52,f,2020-07-13,2021-07-31,2,f,f,2021-07-31,RENOVATION,40.4028984335199,-80.0079795189801
PAA200372,REFORMED PRESBYTERIAN HOME,2344  PERRYSVILLE AVE,PITTSBURGH,15214,450,20674,902,REMOVE BOILER GASKETING & BREECHING FROM 3 BOILERS IN THE BOILER ROOM,419,t,2020-07-22,2020-10-30,2,t,f,2020-10-30,RENOVATION,40.4672310751529,-80.0095239180551
PAA204375,301-309 VILLAGE LANE,301  VILLAGE LN,WEST MIFFLIN,15122,1550,20696,902,REMOVE FLOOR TILE FROM UNIT 307 KITCHEN AND ROOF TAR PAPER,6150,f,2020-07-29,2020-10-30,2,t,f,2020-10-30,DEMOLITION,40.3420573858397,-79.9155063375553
PAA200379,ALLEGHENY COUNTRY CLUB,250 COUNTRY CLUB RD,SEWICKLEY,15143,850,20697,902,REMOVE BOILER INSULATION & BREECHING GROM BOILER ROOM AND PIPE INSULATION FROM BOILERROOM & MAINTENANCE SHOP,1300,t,2020-07-31,2020-10-30,2,t,f,2020-10-30,RENOVATION,40.5614913581908,-80.1647211044954
DEM200087,ROLLING HILLS TOWNHOMES - 1797 BRODHEAD ROAD,,MOON,15046,0,0,0,DEMOLITION OF PROPERTY,2000,f,2020-07-16,2020-07-16,2,f,f,2020-07-16,DEMOLITION,40.5586049148151,-80.2277077114643
RES200041,RESIDENTIAL GARAGE,711  JAMES ST,PITTSBURGH,15212,0,0,0,DEMOLISH STRUCTURE,0,f,2020-07-15,2020-08-15,2,f,f,2020-08-15,DEMOLITION,40.4538182424417,-80.0010101568465
UND200068,STEEL VALLEY SENIOR HIGH SCHOOL,3113 MAIN ST,MUNHALL,15120,0,0,903,REMOVE BOILER ROPE GASKETS FROM BOILER ROOM,4,t,2020-07-06,2020-07-15,12,f,f,2020-07-15,RENOVATION,40.3884545336341,-79.8985508477989
DEM200077,VACANT RESIDENCE,612  EASTMAN ST,WEST MIFFLIN,15122,0,0,0,NO ACM FOUND,0,f,2020-07-02,2021-07-01,12,f,f,2021-07-01,DEMOLITION,40.3834855308997,-79.8774563934295
DEM200078,3962 MONROEVILLE BOULEVARD,,MONROEVILLE,15148,0,0,902,REMOVE FLOOR TILE & MASTIC FROM BASEMENT,528,f,2020-06-29,2020-10-16,2,f,f,2020-10-16,DEMOLITION,40.3993189164728,-79.8043446728267
DEM200079,VACANT RESIDENCE,638  RANDALL ST,WEST MIFFLIN,15122,0,0,0,NO ACM PRESENT PART OF THE PA TURNPIKE PROJECT,0,f,2020-07-02,2021-07-01,12,f,f,2021-07-01,DEMOLITION,40.3476324266624,-79.9043066908941
DEM200080,,642  RANDALL ST,WEST MIFFLIN,15122,0,0,0,NO ACM PRESENT PART OF THE PA TURNPIKE PROJECT,0,f,2020-07-02,2021-07-01,12,f,f,2021-07-01,DEMOLITION,40.3471613663165,-79.9043289906474
DEM200081,,617  SHADY LN,WEST MIFFLIN,15122,0,0,0,NO ACM PRESENT PART OF THE PA TURNPIKE PROJECT,0,f,2020-07-02,2021-07-01,12,f,f,2021-07-01,DEMOLITION,40.3831798930165,-79.8771598648351
DEM200082,,621  SHADY LN,WEST MIFFLIN,15122,0,0,0,NO ACM PRESENT PART OF THE PA TURNPIKE PROJECT,0,f,2020-07-02,2021-07-01,12,f,f,2021-07-01,DEMOLITION,40.3832123326569,-79.8769641189146
DEM200074,FORMER LONG JOHN SILVERS,2417  BROWNSVILLE RD,PITTSBURGH,15210,0,0,0,DEMOLISH LONG JOHN SILVERS BUILDING,0,f,2020-02-04,2020-02-11,12,f,f,2020-02-11,DEMOLITION,40.3871283409965,-79.9822697768629
DEM200076,VACANT RESIDENTIAL,628  RANDALL ST,WEST MIFFLIN,15122,0,0,0,NO ACM PRESENT PART OF THE PA TURNPIKE PROJECT,0,f,2020-07-02,2021-07-01,12,f,f,2021-07-01,DEMOLITION,40.3477286920655,-79.9046804830522
PAA200373,UPMC MCKEESPORT​ HOSPITAL ROOF,1500 5TH AVE,MCKEESPORT,15132,850,5636,908,"REMOVE ROOF FLASHING FROM ED CANOPY, 7TH FLOOR, 8TH FLOOR & BOILER HOUSE BUILDING",1950,t,2020-07-27,2020-12-31,2,t,t,2020-08-31,RENOVATION,40.3513577942261,-79.8498321945279
PAA200374,MINADEO PRE K-5 SCHOOL,6502 LILAC ST,PITTSBURGH,15217,850,2413,921,REMOVE LIBRARY FLOOR TILE AND MASTIC,1200,t,2020-07-28,2021-07-27,2,t,f,2021-07-27,RENOVATION,40.4234265447863,-79.9257203177536
PAA200381,CITIZENS BANK ALLISON PARK - 4761 WILLIAM FLYNN HIGHWAY,,HAMPTON,15101,200,1449,941,REMOVE FLOOR TILE AND MASTIC FROM VAULT & CLOSET.,200,f,2020-08-04,2020-08-20,2,t,f,2020-08-20,RENOVATION,40.5637415492464,-79.9890654903571
PAA200376,VERIZON - BETHEL PARK CENTRAL OFFICE,5112 W LIBRARY AVE,BETHEL PARK,15102,450,5641,908,"REMOVE FLOOR TILE, MASTIC AND FIRE STOP ON THIRD FLOOR",373,t,2020-07-29,2020-08-14,2,t,f,2020-08-14,RENOVATION,40.3316216218683,-80.0314321873264
PAA200380,COUNTY OFFICE BUILDING,542 FORBES AVE,PITTSBURGH,15219,1550,15516,911,"REMOVE FLOOR TILE, PIPE FITTINGS AND INSULATION FROM 3RD FLOOR FORMER WEIGHTS AND MEASURES",7372,t,2020-08-05,2020-09-30,2,f,f,2020-09-30,RENOVATION,40.4377527428062,-79.9958806222119
DEM200090,VACANT RESIDENCE - 101-111 VILLAGE LANE,111  VILLAGE LN,WEST MIFFLIN,15122,0,0,902,REMOVE SHEET FLOORING FROM UNIT 111 AST & 2ND FLOOR BATHROOMS,80,f,2020-08-07,2020-11-27,12,f,f,2020-11-27,DEMOLITION,40.342129865066,-79.9156385702127
PAA200384,FORMER LARIMER SCHOOL,540  LARIMER AVE,PITTSBURGH,15206,200,1915,901,REMOVE FLASHING FROM BOILER AND LOWER MAIN ROOFS,648,f,2020-07-29,2020-11-25,2,t,f,2020-11-25,RENOVATION,,
DEM200091,MCNARY R-3442 - 917 WALNUT DRIVE,,BETHEL PARK,15102,0,0,0,REMOVING SMALL WOODEN BUILDING (3X6) THAT COVERED GAS REGULATOR.  USING HAND TOOLS TO REMOVE WOOD,0,f,2020-07-28,2020-07-31,2,f,f,2020-07-31,DEMOLITION,40.3055658090781,-80.0686758740881
DEM200092,GARDEN - R-2585,547 POINTVIEW RD,PITTSBURGH,15227,0,0,0,REMOVING SMALL WOODEN BUILDING (3X6) THAT COVERED GAS REGULATOR.  USING HAND TOOLS TO REMOVE WOOD,0,f,2020-07-28,2020-07-31,2,f,f,2020-07-31,DEMOLITION,40.3717155154012,-79.9650107221934
DEM200093,MCFARLAND R-682 - 1789 MCFARLAND ROAD,,PITTSBURGH,15216,0,0,0,REMOVING SMALL WOODEN BUILDING (3X6) THAT COVERED GAS REGULATOR.  USING HAND TOOLS TO REMOVE WOOD,0,f,2020-07-28,2020-07-31,2,f,f,2020-07-31,DEMOLITION,40.3996135491127,-80.0452704041183
DEM200094,"SCOTT R-397 - 183 HICKORY STREET, WASHINGTON,  PA 15301",,,,0,0,0,REMOVING SMALL WOODEN BUILDING (3X6) THAT COVERED GAS REGULATOR.  USING HAND TOOLS TO REMOVE WOOD,0,f,2020-07-28,2020-07-31,2,f,f,2020-07-31,DEMOLITION,40.4628453111411,-80.0725778863851
DEM200095,"OAK ACRES R-183 - 116 PARK AVENUE, WAYNESBURG 15370",,,,0,0,0,REMOVING SMALL WOODEN BUILDING (3X6) THAT COVERED GAS REGULATOR.  USING HAND TOOLS TO REMOVE WOOD,0,f,2020-07-28,2020-07-31,2,f,f,2020-07-31,DEMOLITION,40.4628453111411,-80.0725778863851
RES200040,VACANT RESIDENCE,3235  SYLVAN RD,BETHEL PARK,15102,0,0,0,REMOVE EXISTING STRUCTURE HAUL ALL DEBRIS AWAY,1800,f,2020-07-23,2020-07-31,2,f,f,2020-07-31,DEMOLITION,40.3286181242563,-80.0542961698957
UND200063,BROOKLINE K-8 SCHOOL,500 WOODBOURNE AVE,PITTSBURGH,15226,0,0,903,REMOVE EXTERIOR PERIMETER CAULKING ON VARIOUS UNIT LOUVRE GRILLS,5,f,2020-06-15,2020-06-15,14,f,f,2020-06-15,RENOVATION,40.3939656988355,-80.0247499258384
PAA200378,YOUNG SCHOLARS BUILDING - 10 CENTER STREET,,VERSAILLES,15132,1250,014575,912,"REMOVE CEILING WITH DOTS FROM 2 FL CLASSROOMS, CHALKBOARD DOTS FROM 1ST & 2ND FL CLASSROOMS, 1ST FL ACOUSTIC CEILING CUTOUTS, REAR STAIRCASE TREADS AND EXTERIOR WINDOW CAULKING",3400,f,2020-08-03,2020-12-30,2,t,f,2020-12-30,RENOVATION,40.32059446563,-79.8343033453131
PAA200382,PARKLANE APARTMENTS,5700  BUNKERHILL ST,PITTSBURGH,15206,1850,489,916,REMOVE BROWN MASTIC UNDER RESTROOM WALL TILES ON FLOORS 10-22,12500,t,2020-08-05,2021-08-04,2,t,f,2021-08-04,RENOVATION,40.4792836714371,-79.9194305636669
PAA204385,BETTIS ATOMIC POWER LAB CX BLDG PROCESS ROOM,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,2028512,919,"REMOVE ROOFING TAR, VALVE PACKING/GASKETING, ELECTRICAL/MACHINERY WIRING & EXTERIOR WALL SURFACE ROOFING TAR FROM DUMP TANK COMPLEX",1965,f,2020-08-10,2021-08-09,2,f,f,2021-08-09,DEMOLITION,40.3572354645406,-79.8991410934409
PAA200386,11660 KELEKET DRIVE (FUTURE GOODWILL),,PENN HILLS,15235,1850,22636,931,REMOVE FLOOR TILE AND MASTIC FRFOM ENTIRE FLOOR AREA,15000,f,2020-08-11,2021-08-11,2,t,f,2021-08-11,RENOVATION,40.4639030867143,-79.8873454128092
PAA200387,PITTSBURGH INSTITUTE OF AERONAUTICS,5 ALLEGHENY COUNTY AIRPORT,WEST MIFFLIN,15122,1250,20727,902,REMOVE FLOOR TILE AND MASTIC IN BACK OFFICES ON THE FIRST FLOOR IN THE SCHOOL OF SPECIALIZED TECHNOLOGY-ADMINISTRATION BUILDING,2380,t,2020-08-13,2020-10-30,2,f,f,2020-10-30,RENOVATION,40.3511876611651,-79.9265762551837
PAA200388,PITTSBURGH INSTITUTE OF AERONICATICS,5 ALLEGHENY COUNTY AIRPORT,WEST MIFFLIN,15122,1250,20728,902,REMOVE FLOOR TILE AND MASTIC THROUGHTOUT THE SCHOOL OF SPECIALIZES TECHNOLOGY BALL HALL BUILDING,3060,t,2020-08-14,2020-12-31,2,t,f,2020-10-30,RENOVATION,40.3511876611651,-79.9265762551837
PAA204389,VACANT RESIDENCE,1237  LUSCOMBE LN,DRAVOSBURG,15034,450,20729,902,REMOVE FROM BASEMENT MECHANICAL ROOM FLOOR TILE AND MASTIC AND EXTERIOR WINDOW CAULKING,809,f,2020-08-13,2020-10-30,2,t,f,2020-10-30,DEMOLITION,40.3534694647113,-79.8951869644249
PAA204390,VACANT RESIDENCE,1235  LUSCOMBE LN,DRAVOSBURG,15034,450,20730,902,REMOVE FLOOR TIEL AND MASTIC FROM BASEMENT,530,f,2020-08-13,2020-10-30,2,t,f,2020-10-30,DEMOLITION,40.3536596636904,-79.8952360779034
PAA200391,HENRY W OLIVER BUILDING,535  SMITHFIELD ST,PITTSBURGH,15222,200,20745,902,REMOVE FLOOR TILE & MASTIC AND PERIMETER COLUMN PIPE INSULATION IN SUITE 910 ON THE NINTH FLOOR,165,t,2020-08-14,2020-10-30,2,f,f,2020-10-30,RENOVATION,40.441402452878,-79.9980334031628
PAA204392,VACANT RESIDENCE,5224  POE WAY,PITTSBURGH,15201,350,4693,961,ALL MATERIAL BEING RREATED AS ACM,1500,f,2020-08-03,2020-08-31,2,t,f,2020-08-31,DEMOLITION,40.4785969201343,-79.9503763748904
PAA200395,WENTZ ANIMAL HOSPITAL - 75 VERONA ROAD,,PITTSBURGH,15235,450,1452,941,REMOVE FLOOR TILE AND MASTIC FROM FROM ROOMS AND HALLWAY,700,f,2020-08-15,2020-12-30,2,f,f,2020-12-30,RENOVATION,40.4279932629257,-79.9264842399728
PAA200397,PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,200,1081,940,REMOVE FLOOR MASTIC FROM 2ND FLOOR ROOM A202,100,t,2020-08-18,2020-09-30,2,f,f,2020-09-30,RENOVATION,40.4422470230786,-79.9609286975283
DEM200106,1215 PROSPECT AVENUE,,PITTSBURGH,15224,0,0,950,COMPLETE DEMOLITION OF STRUCTURE,1200,f,2020-08-16,2020-08-30,3,f,f,2020-08-30,DEMOLITION,40.4612562027025,-79.9602761883961
UND200078,COMMERCIAL/APARTMENT BUILDING,608  CALIFORNIA AVE,PITTSBURGH,15202,0,0,941,REMOVE 3RD FLOOR CHIMNEY DUCT SEAM TAPE,1,f,2020-06-26,2020-06-26,2,f,f,2020-06-26,RENOVATION,40.5015826332653,-80.0690066125082
PAA200398,SECOND HARVEST,624  CLAY ST,PITTSBURGH,15215,450,20747,902,REMOVE ROOF FLASHING,600,f,2020-08-17,2020-10-30,2,f,f,2020-10-30,RENOVATION,40.4954140977222,-79.9349181456352
PAA204399,,942  PITTSBURGH ST,SPRINGDALE BORO,15144,1250,20751,902,"REMOVE FLOOR TILE FROM 1ST FL HALL & ENTRY WAYS, 2ND FL LINEN CLOSET, KITCHEN & FRONT STORAGE ROOM, AND BASEMENT BATHROOMS, EXTERIOR CENENTITIOUS SIDING",3880,f,2020-08-18,2020-10-30,2,t,f,2020-10-30,DEMOLITION,40.54154252347,-79.7761212998927
PAA200396,PSU GRTR ALLEGHENY CAMPUS - CRAWFORD BUILDING,4000 UNIVERSITY DR,MCKEESPORT,15132,850,1453,941,"REMOVE FLOOR TILE, MASTIC, COVEBASE & ADHESIVE, CHALK BOARD ADHESIVE AND PIPE FITTINGS FROM ROOM 102",1257,t,2020-08-18,2020-08-28,2,t,f,2020-08-28,RENOVATION,40.3444432854474,-79.8271792769242
PAA200393,COUNTY OFFICE BUILDING 4TH FLOOR,542 FORBES AVE,PITTSBURGH,15219,1550,15549,911,REMOVEFLOOR TILE FROM THE PUBLIC DEFENDERS OFFICES,6938,t,2020-08-24,2020-10-30,2,t,t,2020-09-30,RENOVATION,40.4377527428062,-79.9958806222119
PAA200402,CIBRE FAC 525,525  WILLIAM PENN PL,PITTSBURGH,15219,1550,1083,940,REMOVE FLOOR TILE AND MASTIC FROM 17TH FLOOR,4750,t,2020-08-24,2020-11-30,2,f,f,2020-11-30,RENOVATION,40.4402016195189,-79.9977400244851
PAA204394,LIFE'S WORK OF WESTERN PA (MAIN BLDG & OLD DORMS),1323  FORBES AVE,PITTSBURGH,15219,1850,1082,940,"FLOOR TIEL & MASTIC VARIOUS LOCATIONS, BASEMENT FLOOR SPRAYED ON FIREPROOFING, 3RD FL PIPE FITTING, WINDOW GLAZING, SINK UNDERCOAT 1ST/2ND FL, ROOF TRANSITE PANELS, INT/EXT DOORS AND LIGHT HEAT SHEILD 1ST FL LOUNGE",44530,f,2020-08-17,2021-01-15,2,t,f,2020-12-30,DEMOLITION,40.4380438133338,-79.9872879983467
DEM200103,BLOCK MASONRY & STEEL WAREHOUSE BLDG 3,3005  GRAND AVE,NEVILLE,15225,0,0,937,RAZE BUILDING BY UTILYZING A PROCESS OF DEMOLITION BY DELIBERATE COLLAPSE,0,f,2020-08-18,2020-12-01,3,f,f,2020-12-01,DEMOLITION,40.5049757379314,-80.1046317001004
DEM200104,BLOCK MASONRY & STEEL WAREHOUSE #2,2949  GRAND AVE,NEVILLE,15225,0,0,937,RAZE BUILDING BY UTILYZING A PROCESS OF DEMOLITION BY DELIBERATE COLLAPSE,0,f,2020-08-18,2020-12-01,3,f,f,2020-12-01,DEMOLITION,40.5041759772097,-80.1038562307107
DEM200105,FORMER STONE CONNECTION GRANITE BLACK MASONRY,2951  GRAND AVE,NEVILLE,15225,0,0,937,RAZE BUILDING BY UTILYZING A PROCESS OF DEMOLITION BY DELIBERATE COLLAPSE,0,f,2020-08-16,2020-12-01,3,f,f,2020-12-01,DEMOLITION,40.5046127214779,-80.1039304820376
UND200075,NOVA PLACE TOWER #1,100 S COMMONS ST,PITTSBURGH,15212,0,0,941,REMOVE FIREPROOFING FROM ELECTRICAL CLOSETS ON FLOORS 2 - 8,100,t,2020-08-13,2020-08-30,12,f,f,2020-08-30,RENOVATION,40.4510114242591,-80.0051923989784
DEM200088,PRIMA FACILITY #5950 - 2094 BRUSH CREEK ROAD,,MARSHALL,15086,0,0,0,"DEMOLITION OF CANOPY AND SHED /OFFICE BLDG, REMOVAL OF FUEL DISPENSERS, UNDERGROUND STORAGE TANKS AND",0,f,2020-08-01,2021-08-01,12,f,f,2021-08-01,DEMOLITION,40.673160072034,-80.118491391344
RES200042,RESIDENCE,680  HARTRANFT ST,PITTSBURGH,15226,0,0,902,REMOVE BASEMENT DUCT WRAP,60,t,2020-07-20,2020-07-24,12,f,f,2020-07-24,RENOVATION,40.3991378313647,-80.0125620254814
UND200064,,900  WASHINGTON AVE,CARNEGIE,15106,0,0,902,REMOVE BOILER IN BASEMENT,56,t,2020-06-15,2020-09-18,14,f,f,2020-09-18,RENOVATION,40.4006178142174,-80.0833061447415
UND200065,J E HARRISON MIDDLE SCHOOL,129 WINDVALE DR,PITTSBURGH,15236,0,0,902,REMOVE BOILER DOOR GASKET,5,t,2020-05-28,2020-05-29,14,f,f,2020-05-29,RENOVATION,40.3507752013318,-80.0000338220706
UND200066,,5113  PENN AVE,PITTSBURGH,15224,0,0,921,REMOVE PLASTER FROM 3RD FLOOR,50,t,2020-06-25,2021-06-24,14,f,f,2021-06-24,RENOVATION,40.4651197250804,-79.9422445253253
RES200032,RESIDENCE,1201  BENNINGTON AVE,PITTSBURGH,15217,0,0,902,REMOVE GAME ROOM AND BATHROOM FLOOR TILE AND MASTIC,449,t,2020-06-15,2020-08-28,14,f,f,2020-08-28,RENOVATION,40.4441571513657,-79.93313717638
RES200033,RESIDENCE,105  EARLWOOD RD,PITTSBURGH,15235,0,0,902,REMOVE BASEMENT DUCT SEAM TAPE,10,t,2020-06-22,2020-07-31,14,f,f,2020-07-31,RENOVATION,40.4747407773942,-79.8295840007293
RES200034,RESIDENCE,1454  SHADY AVE,PITTSBURGH,15217,0,0,902,REMOVE BASEMENT PIPE INSULATION,126,t,2020-06-30,2020-10-30,14,f,f,2020-10-30,RENOVATION,40.442248204667,-79.9204134621412
RES200035,RESIDENCE,1460  SHADY AVE,PITTSBURGH,15217,0,0,902,REMOVE BASEMENT DUST & DEBRIS,500,t,2020-07-03,2020-10-30,14,f,f,2020-10-30,RENOVATION,40.4421106608021,-79.9203831654725
RES200036,RESIDENCE,102  HOODRIDGE DR,BALDWIN TOWNSHIP,15228,0,0,902,REMOVE LIVING ROOM AND BASEMENT DUCT INSULATION,20,t,2020-07-01,2020-07-24,14,f,f,2020-07-24,RENOVATION,40.3632127256294,-80.0414400475263
UND200070,DR VUJEVICH'S OFFICE,100  NORTH WREN DR,MT LEBANON,15243,0,0,908,REMOVE VAPOR BARRIER IN 2ND FLOOR OFFICES,32,t,2020-07-06,2020-07-07,14,f,f,2020-07-07,RENOVATION,40.3788940300607,-80.0694919162737
DEM200097,SAINT STEPHEN CATHOLIC CHURCH,2125  BEACON ST,MCKEESPORT,15132,0,0,0,"DEMOLISH BUILDING, HAUL TO C/D TO CERTIFIED LANDFILL",0,f,2020-08-07,2020-09-30,14,f,f,2020-09-30,DEMOLITION,40.3498807794804,-79.8502009168926
DEM200054,1212 MADISON AVENUE,,PITTSBURGH,15212,0,0,0,TOTAL DEMOLITION OF 1 STORY GARAGE ATTACHED TO MULTI STORY BUILDING,0,f,2020-04-07,2020-05-30,14,f,f,2020-05-30,DEMOLITION,40.4836020796647,-80.048861018958
RES200039,RESIDENCE,265  FISK ST,PITTSBURGH,15201,0,0,902,REMOVE BASEMENT DUCT PAPER AND FLOOR TILE ON 2ND & 3RD FLOORS AND IN GARAGE,2658,t,2020-07-13,2020-10-30,14,f,f,2020-10-30,RENOVATION,40.3585773952411,-80.0469872887506
UND200072,PLEASANT HILLS PUBLIC LIBRARY,302  OLD CLAIRTON RD,PITTSBURGH,15236,0,0,903,REMOVE FLOOR TILE & MASTIC IN SMALL RESTROOM,40,t,2020-07-15,2020-07-16,14,f,f,2020-07-16,RENOVATION,40.3337521974361,-79.9619997663676
UND200073,CHASE BANK,540 E OHIO ST,PITTSBURGH,15212,0,0,944,"REMOVE ACM BLACK MASTIC FROM FIRST FLOOR BANK VAULT UNDERNEATH SAFETY DEPOSIT BOXES AND TRANSITE ON INSIDE BASE OF DRIVE-THRU TELLER WINDOW, BETWEEEN STEEL PANELS",115,t,2020-08-05,2020-12-31,14,f,f,2020-12-31,RENOVATION,40.453906154766,-79.999513928659
UND200079,EAST LIBERTY ELECTROPLATING,1126  OLD BUTLER PLANK RD,SHALER,15116,0,0,908,RREMOVE TRANSITE ON GROUND FLOOR IN MANUFACTURING AREA,15,t,2020-08-13,2020-08-14,14,f,f,2020-08-14,RENOVATION,40.5228824495625,-79.9460486125883
